surah	ayah	word	segment	form_bw	form_ar	tag	segment_type	pos	lemma	lemma_ar	root	root_ar	aspect	verb_form	voice	derivation	person	gender	number	case	mood	state	prefix	suffix_pron	special
10	2	22	2	ka`firuwna	كَٰفِرُونَ	N	STEM	N	ka`firuwn	كَٰفِرُون	kfr	كفر			ACT	PCPL		M	P	NOM					
10	2	23	1	<in~a	إِنَّ	ACC	STEM	ACC	<in~	إِنّ															<in~
10	2	24	1	ha`*aA	هَٰذَا	DEM	STEM	DEM	ha`*aA	هَٰذَا								M	S						
10	2	25	1	la	لَ	EMPH	PREFIX																l:EMPH+		
10	2	25	2	sa`HirN	سَٰحِرٌ	N	STEM	N	sa`Hir	سَٰحِر	sHr	سحر			ACT	PCPL		M		NOM		INDEF			
10	2	26	1	m~ubiynN	مُّبِينٌ	ADJ	STEM	ADJ	m~ubiyn	مُّبِين	byn	بين		IV	ACT	PCPL		M		NOM		INDEF			
10	3	1	1	<in~a	إِنَّ	ACC	STEM	ACC	<in~	إِنّ															<in~
10	3	2	1	rab~a	رَبَّ	N	STEM	N	rab~	رَبّ	rbb	ربب						M		ACC					
10	3	2	2	kumu	كُمُ	PRON	SUFFIX																	2MP	
10	3	3	1	{ll~ahu	ٱللَّهُ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								NOM					
10	3	4	1	{l~a*iY	ٱلَّذِى	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	S						
10	3	5	1	xalaqa	خَلَقَ	V	STEM	V	xalaqa	خَلَقَ	xlq	خلق	PERF				3	M	S						
10	3	6	1	{l	ٱل	DET	PREFIX																Al+		
10	3	6	2	s~ama`wa`ti	سَّمَٰوَٰتِ	N	STEM	N	samaA^'	سَمَآء	smw	سمو						F	P	ACC					
10	3	7	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	3	7	2	{lo	ٱلْ	DET	PREFIX																Al+		
10	3	7	3	>aroDa	أَرْضَ	N	STEM	N	>aroD	أَرْض	ArD	ارض						F		ACC					
10	3	8	1	fiY	فِى	P	STEM	P	fiY	فِى															
10	3	9	1	sit~api	سِتَّةِ	N	STEM	N	sit~ap	سِتَّة	stt	ستت						F		GEN					
10	3	10	1	>ay~aAmK	أَيَّامٍ	N	STEM	N	yawom	يَوْم	ywm	يوم						M	P	GEN		INDEF			
10	3	11	1	vum~a	ثُمَّ	CONJ	STEM	CONJ	vum~	ثُمّ															
10	3	12	1	{sotawaY`	ٱسْتَوَىٰ	V	STEM	V	{sotawaY`^	ٱسْتَوَىٰٓ	swy	سوي	PERF	VIII			3	M	S						
10	3	13	1	EalaY	عَلَى	P	STEM	P	EalaY`	عَلَىٰ															
10	3	14	1	{lo	ٱلْ	DET	PREFIX																Al+		
10	3	14	2	Earo$i	عَرْشِ	N	STEM	N	Earo$	عَرْش	Er$	عرش						M		GEN					
10	3	15	1	yudab~iru	يُدَبِّرُ	V	STEM	V	yudab~iru	يُدَبِّرُ	dbr	دبر	IMPF	II			3	M	S						
10	3	16	1	{lo	ٱلْ	DET	PREFIX																Al+		
10	3	16	2	>amora	أَمْرَ	N	STEM	N	>amor	أَمْر	Amr	امر						M		ACC					
10	3	17	1	maA	مَا	NEG	STEM	NEG	maA	مَا															
10	3	18	1	min	مِن	P	STEM	P	min	مِن															
10	3	19	1	$afiyEK	شَفِيعٍ	N	STEM	N	$afiyE	شَفِيع	$fE	شفع						M	S	GEN		INDEF			
10	3	20	1	<il~aA	إِلَّا	RES	STEM	RES	<il~aA	إِلَّا															
10	3	21	1	min[	مِن[	P	STEM	P	min	مِن															
10	3	22	1	baEodi	بَعْدِ	N	STEM	N	baEod	بَعْد	bEd	بعد								GEN					
10	3	23	1	<i*oni	إِذْنِ	N	STEM	N	<i*on	إِذْن	A*n	اذن						M		GEN					
10	3	23	2	hi.	هِ.	PRON	SUFFIX																	3MS	
10	3	24	1	*a`likumu	ذَٰلِكُمُ	DEM	STEM	DEM	*a`lik	ذَٰلِك							2	M	P						
10	3	25	1	{ll~ahu	ٱللَّهُ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								NOM					
10	3	26	1	rab~u	رَبُّ	N	STEM	N	rab~	رَبّ	rbb	ربب						M		NOM					
10	3	26	2	kumo	كُمْ	PRON	SUFFIX																	2MP	
10	3	27	1	fa	فَ	REM	PREFIX																f:REM+		
10	3	27	2	{Eobudu	ٱعْبُدُ	V	STEM	V	Eabada	عَبَدَ	Ebd	عبد	IMPV				2	M	P						
10	3	27	3	w	و	PRON	SUFFIX																	2MP	
10	3	27	4	hu	هُ	PRON	SUFFIX																	3MS	
10	3	28	1	>a	أَ	INTG	PREFIX																A:INTG+		
10	3	28	2	fa	فَ	SUP	PREFIX																f:SUP+		
10	3	28	3	laA	لَا	NEG	STEM	NEG	laA	لَا															
10	3	29	1	ta*ak~aru	تَذَكَّرُ	V	STEM	V	ta*ak~ara	تَذَكَّرَ	*kr	ذكر	IMPF	V			2	M	P						
10	3	29	2	wna	ونَ	PRON	SUFFIX																	2MP	
10	4	1	1	<ilayo	إِلَيْ	P	STEM	P	<ilaY`	إِلَىٰ															
10	4	1	2	hi	هِ	PRON	SUFFIX																	3MS	
10	4	2	1	marojiEu	مَرْجِعُ	N	STEM	N	marojiE	مَرْجِع	rjE	رجع						M		NOM					
10	4	2	2	kumo	كُمْ	PRON	SUFFIX																	2MP	
10	4	3	1	jamiyEFA	جَمِيعًا	N	STEM	N	jamiyE	جَمِيع	jmE	جمع						M		ACC		INDEF			
10	4	4	1	waEoda	وَعْدَ	N	STEM	N	waEod	وَعْد	wEd	وعد						M		ACC					
10	4	5	1	{ll~ahi	ٱللَّهِ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								GEN					
10	4	6	1	Haq~FA	حَقًّا	N	STEM	N	Haq~	حَقّ	Hqq	حقق						M		ACC		INDEF			
10	4	7	1	<in~a	إِنَّ	ACC	STEM	ACC	<in~	إِنّ															<in~
10	4	7	2	hu,	هُ,	PRON	SUFFIX																	3MS	
10	4	8	1	yaboda&uA@	يَبْدَؤُا@	V	STEM	V	bada>a	بَدَأَ	bdA	بدا	IMPF				3	M	S						
10	4	9	1	{lo	ٱلْ	DET	PREFIX																Al+		
10	4	9	2	xaloqa	خَلْقَ	N	STEM	N	xaloq	خَلْق	xlq	خلق						M		ACC					
10	4	10	1	vum~a	ثُمَّ	CONJ	STEM	CONJ	vum~	ثُمّ															
10	4	11	1	yuEiydu	يُعِيدُ	V	STEM	V	>uEiydu	أُعِيدُ	Ewd	عود	IMPF	IV			3	M	S						
10	4	11	2	hu,	هُ,	PRON	SUFFIX																	3MS	
10	4	12	1	li	لِ	PRP	PREFIX																l:PRP+		
10	4	12	2	yajoziYa	يَجْزِىَ	V	STEM	V	jazaY`	جَزَىٰ	jzy	جزي	IMPF				3	M	S		SUBJ				
10	4	13	1	{l~a*iyna	ٱلَّذِينَ	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	P						
10	4	14	1	'aAmanu	ءَامَنُ	V	STEM	V	'aAmana	ءَامَنَ	Amn	امن	PERF	IV			3	M	P						
10	4	14	2	wA@	وا@	PRON	SUFFIX																	3MP	
10	4	15	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	4	15	2	Eamilu	عَمِلُ	V	STEM	V	Eamila	عَمِلَ	Eml	عمل	PERF				3	M	P						
10	4	15	3	wA@	وا@	PRON	SUFFIX																	3MP	
10	4	16	1	{l	ٱل	DET	PREFIX																Al+		
10	4	16	2	S~a`liHa`ti	صَّٰلِحَٰتِ	N	STEM	N	S~a`liHa`t	صَّٰلِحَٰت	SlH	صلح			ACT	PCPL		F	P	ACC					
10	4	17	1	bi	بِ	P	PREFIX																bi+		
10	4	17	2	{lo	ٱلْ	DET	PREFIX																Al+		
10	4	17	3	qisoTi	قِسْطِ	N	STEM	N	qisoT	قِسْط	qsT	قسط						M		GEN					
10	4	18	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	4	18	2	{l~a*iyna	ٱلَّذِينَ	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	P						
10	4	19	1	kafaru	كَفَرُ	V	STEM	V	kafara	كَفَرَ	kfr	كفر	PERF				3	M	P						
10	4	19	2	wA@	وا@	PRON	SUFFIX																	3MP	
10	4	20	1	la	لَ	P	PREFIX																l:P+		
10	4	20	2	humo	هُمْ	PRON	STEM	PRON									3	M	P						
10	4	21	1	$araAbN	شَرَابٌ	N	STEM	N	$araAb	شَرَاب	$rb	شرب						M		NOM		INDEF			
10	4	22	1	m~ino	مِّنْ	P	STEM	P	min	مِن															
10	4	23	1	HamiymK	حَمِيمٍ	N	STEM	N	Hamiym	حَمِيم	Hmm	حمم						M	S	GEN		INDEF			
10	4	24	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	4	24	2	Ea*aAbN	عَذَابٌ	N	STEM	N	Ea*aAb	عَذَاب	E*b	عذب						M		NOM		INDEF			
10	4	25	1	>aliymN[	أَلِيمٌ[	ADJ	STEM	ADJ	>aliym	أَلِيم	Alm	الم						M	S	NOM		INDEF			
10	4	26	1	bi	بِ	P	PREFIX																bi+		
10	4	26	2	maA	مَا	REL	STEM	REL	maA	مَا															
10	4	27	1	kaAnu	كَانُ	V	STEM	V	kaAna	كَانَ	kwn	كون	PERF				3	M	P						kaAn
10	4	27	2	wA@	وا@	PRON	SUFFIX																	3MP	
10	4	28	1	yakofuru	يَكْفُرُ	V	STEM	V	kafara	كَفَرَ	kfr	كفر	IMPF				3	M	P						
10	4	28	2	wna	ونَ	PRON	SUFFIX																	3MP	
10	5	1	1	huwa	هُوَ	PRON	STEM	PRON									3	M	S						
10	5	2	1	{l~a*iY	ٱلَّذِى	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	S						
10	5	3	1	jaEala	جَعَلَ	V	STEM	V	jaEala	جَعَلَ	jEl	جعل	PERF				3	M	S						
10	5	4	1	{l	ٱل	DET	PREFIX																Al+		
10	5	4	2	$~amosa	شَّمْسَ	N	STEM	N	$amos	شَمْس	$ms	شمس						F		ACC					
10	5	5	1	DiyaA^'F	ضِيَآءً	N	STEM	N	DiyaA^'	ضِيَآء	DwA	ضوا						M		ACC		INDEF			
10	5	6	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	5	6	2	{lo	ٱلْ	DET	PREFIX																Al+		
10	5	6	3	qamara	قَمَرَ	N	STEM	N	qamar	قَمَر	qmr	قمر						M		ACC					
10	5	7	1	nuwrFA	نُورًا	N	STEM	N	nuwr	نُور	nwr	نور						M		ACC		INDEF			
10	5	8	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	5	8	2	qad~ara	قَدَّرَ	V	STEM	V	qad~ara	قَدَّرَ	qdr	قدر	PERF	II			3	M	S						
10	5	8	3	hu,	هُ,	PRON	SUFFIX																	3MS	
10	5	9	1	manaAzila	مَنَازِلَ	N	STEM	N	manaAzil	مَنَازِل	nzl	نزل						M	P	ACC					
10	5	10	1	li	لِ	PRP	PREFIX																l:PRP+		
10	5	10	2	taEolamu	تَعْلَمُ	V	STEM	V	Ealima	عَلِمَ	Elm	علم	IMPF				2	M	P		SUBJ				
10	5	10	3	wA@	وا@	PRON	SUFFIX																	2MP	
10	5	11	1	Eadada	عَدَدَ	N	STEM	N	Eadad	عَدَد	Edd	عدد						M		ACC					
10	5	12	1	{l	ٱل	DET	PREFIX																Al+		
10	5	12	2	s~iniyna	سِّنِينَ	N	STEM	N	siniyn	سِنِين	snw	سنو						M	P	GEN					
10	5	13	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	5	13	2	{lo	ٱلْ	DET	PREFIX																Al+		
10	5	13	3	HisaAba	حِسَابَ	N	STEM	N	HisaAb	حِسَاب	Hsb	حسب		III		VN		M		ACC					
10	5	14	1	maA	مَا	NEG	STEM	NEG	maA	مَا															
10	5	15	1	xalaqa	خَلَقَ	V	STEM	V	xalaqa	خَلَقَ	xlq	خلق	PERF				3	M	S						
10	5	16	1	{ll~ahu	ٱللَّهُ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								NOM					
10	5	17	1	*a`lika	ذَٰلِكَ	DEM	STEM	DEM	*a`lik	ذَٰلِك								M	S						
10	5	18	1	<il~aA	إِلَّا	RES	STEM	RES	<il~aA	إِلَّا															
10	5	19	1	bi	بِ	P	PREFIX																bi+		
10	5	19	2	{lo	ٱلْ	DET	PREFIX																Al+		
10	5	19	3	Haq~i	حَقِّ	N	STEM	N	Haq~	حَقّ	Hqq	حقق						M		GEN					
10	5	20	1	yufaS~ilu	يُفَصِّلُ	V	STEM	V	faS~ala	فَصَّلَ	fSl	فصل	IMPF	II			3	M	S						
10	5	21	1	{lo	ٱلْ	DET	PREFIX																Al+		
10	5	21	2	'aAya`ti	ءَايَٰتِ	N	STEM	N	'aAyap	ءَايَة	Ayy	ايي						F	P	ACC					
10	5	22	1	li	لِ	P	PREFIX																l:P+		
10	5	22	2	qawomK	قَوْمٍ	N	STEM	N	qawom	قَوْم	qwm	قوم						M		GEN		INDEF			
10	5	23	1	yaEolamu	يَعْلَمُ	V	STEM	V	Ealima	عَلِمَ	Elm	علم	IMPF				3	M	P						
10	5	23	2	wna	ونَ	PRON	SUFFIX																	3MP	
10	6	1	1	<in~a	إِنَّ	ACC	STEM	ACC	<in~	إِنّ															<in~
10	6	2	1	fiY	فِى	P	STEM	P	fiY	فِى															
10	6	3	1	{xotila`fi	ٱخْتِلَٰفِ	N	STEM	N	{xotila`f	ٱخْتِلَٰف	xlf	خلف		VIII		VN		M		GEN					
10	6	4	1	{l~a	ٱلَّ	DET	PREFIX																Al+		
10	6	4	2	yoli	يْلِ	N	STEM	N	layol	لَيْل	lyl	ليل						M		GEN					
10	6	5	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	6	5	2	{l	ٱل	DET	PREFIX																Al+		
10	6	5	3	n~ahaAri	نَّهَارِ	N	STEM	N	nahaAr	نَهَار	nhr	نهر						M		GEN					
10	6	6	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	6	6	2	maA	مَا	REL	STEM	REL	maA	مَا															
10	6	7	1	xalaqa	خَلَقَ	V	STEM	V	xalaqa	خَلَقَ	xlq	خلق	PERF				3	M	S						
10	6	8	1	{ll~ahu	ٱللَّهُ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								NOM					
10	6	9	1	fiY	فِى	P	STEM	P	fiY	فِى															
10	6	10	1	{l	ٱل	DET	PREFIX																Al+		
10	6	10	2	s~ama`wa`ti	سَّمَٰوَٰتِ	N	STEM	N	samaA^'	سَمَآء	smw	سمو						F	P	GEN					
10	6	11	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	6	11	2	{lo	ٱلْ	DET	PREFIX																Al+		
10	6	11	3	>aroDi	أَرْضِ	N	STEM	N	>aroD	أَرْض	ArD	ارض						F		GEN					
10	6	12	1	la	لَ	EMPH	PREFIX																l:EMPH+		
10	6	12	2	'aAya`tK	ءَايَٰتٍ	N	STEM	N	'aAyap	ءَايَة	Ayy	ايي						F	P	ACC		INDEF			
10	6	13	1	l~i	لِّ	P	PREFIX																l:P+		
10	6	13	2	qawomK	قَوْمٍ	N	STEM	N	qawom	قَوْم	qwm	قوم						M		GEN		INDEF			
10	6	14	1	yat~aqu	يَتَّقُ	V	STEM	V	{t~aqaY`	ٱتَّقَىٰ	wqy	وقي	IMPF	VIII			3	M	P						
10	6	14	2	wna	ونَ	PRON	SUFFIX																	3MP	
10	7	1	1	<in~a	إِنَّ	ACC	STEM	ACC	<in~	إِنّ															<in~
10	7	2	1	{l~a*iyna	ٱلَّذِينَ	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	P						
10	7	3	1	laA	لَا	NEG	STEM	NEG	laA	لَا															
10	7	4	1	yaroju	يَرْجُ	V	STEM	V	yarojuwA@	يَرْجُوا@	rjw	رجو	IMPF				3	M	P						
10	7	4	2	wna	ونَ	PRON	SUFFIX																	3MP	
10	7	5	1	liqaA^'a	لِقَآءَ	N	STEM	N	liqaA^'	لِقَآء	lqy	لقي		III		VN		M		ACC					
10	7	5	2	naA	نَا	PRON	SUFFIX																	1P	
10	7	6	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	7	6	2	raDu	رَضُ	V	STEM	V	r~aDiYa	رَّضِىَ	rDw	رضو	PERF				3	M	P						
10	7	6	3	wA@	وا@	PRON	SUFFIX																	3MP	
10	7	7	1	bi	بِ	P	PREFIX																bi+		
10	7	7	2	{lo	ٱلْ	DET	PREFIX																Al+		
10	7	7	3	Hayaw`pi	حَيَوٰةِ	N	STEM	N	Hayaw`p	حَيَوٰة	Hyy	حيي						F		GEN					
10	7	8	1	{l	ٱل	DET	PREFIX																Al+		
10	7	8	2	d~unoyaA	دُّنْيَا	ADJ	STEM	ADJ	d~unoyaA	دُّنْيَا	dnw	دنو						F	S	GEN					
10	7	9	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	7	9	2	{Toma>an~u	ٱطْمَأَنُّ	V	STEM	V	{Toma>an~a	ٱطْمَأَنَّ	Tmn	طمن	PERF	XII			3	M	P						
10	7	9	3	wA@	وا@	PRON	SUFFIX																	3MP	
10	7	10	1	bi	بِ	P	PREFIX																bi+		
10	7	10	2	haA	هَا	PRON	STEM	PRON									3	F	S						
10	7	11	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	7	11	2	{l~a*iyna	ٱلَّذِينَ	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	P						
10	7	12	1	humo	هُمْ	PRON	STEM	PRON									3	M	P						
10	7	13	1	Eano	عَنْ	P	STEM	P	Ean	عَن															
10	7	14	1	'aAya`ti	ءَايَٰتِ	N	STEM	N	'aAyap	ءَايَة	Ayy	ايي						F	P	GEN					
10	7	14	2	naA	نَا	PRON	SUFFIX																	1P	
10	7	15	1	ga`filuwna	غَٰفِلُونَ	N	STEM	N	ga`fil	غَٰفِل	gfl	غفل			ACT	PCPL		M	P	NOM					
10	8	1	1	>uw@la`^}ika	أُو@لَٰٓئِكَ	DEM	STEM	DEM	>uwla`^}ik	أُولَٰٓئِك															
10	8	2	1	ma>owaY`	مَأْوَىٰ	N	STEM	N	ma>owaY`	مَأْوَىٰ	Awy	اوي						M		NOM					
10	8	2	2	humu	هُمُ	PRON	SUFFIX																	3MP	
10	8	3	1	{l	ٱل	DET	PREFIX																Al+		
10	8	3	2	n~aAru	نَّارُ	N	STEM	N	naAr	نَار	nwr	نور						F		NOM					
10	8	4	1	bi	بِ	P	PREFIX																bi+		
10	8	4	2	maA	مَا	REL	STEM	REL	maA	مَا															
10	8	5	1	kaAnu	كَانُ	V	STEM	V	kaAna	كَانَ	kwn	كون	PERF				3	M	P						kaAn
10	8	5	2	wA@	وا@	PRON	SUFFIX																	3MP	
10	8	6	1	yakosibu	يَكْسِبُ	V	STEM	V	kasaba	كَسَبَ	ksb	كسب	IMPF				3	M	P						
10	8	6	2	wna	ونَ	PRON	SUFFIX																	3MP	
10	9	1	1	<in~a	إِنَّ	ACC	STEM	ACC	<in~	إِنّ															<in~
10	9	2	1	{l~a*iyna	ٱلَّذِينَ	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	P						
10	9	3	1	'aAmanu	ءَامَنُ	V	STEM	V	'aAmana	ءَامَنَ	Amn	امن	PERF	IV			3	M	P						
10	9	3	2	wA@	وا@	PRON	SUFFIX																	3MP	
10	9	4	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	9	4	2	Eamilu	عَمِلُ	V	STEM	V	Eamila	عَمِلَ	Eml	عمل	PERF				3	M	P						
10	9	4	3	wA@	وا@	PRON	SUFFIX																	3MP	
10	9	5	1	{l	ٱل	DET	PREFIX																Al+		
10	9	5	2	S~a`liHa`ti	صَّٰلِحَٰتِ	N	STEM	N	S~a`liHa`t	صَّٰلِحَٰت	SlH	صلح			ACT	PCPL		F	P	ACC					
10	9	6	1	yahodiy	يَهْدِي	V	STEM	V	hadaY	هَدَى	hdy	هدي	IMPF				3	M	S						
10	9	6	2	himo	هِمْ	PRON	SUFFIX																	3MP	
10	9	7	1	rab~u	رَبُّ	N	STEM	N	rab~	رَبّ	rbb	ربب						M		NOM					
10	9	7	2	hum	هُم	PRON	SUFFIX																	3MP	
10	9	8	1	bi	بِ	P	PREFIX																bi+		
10	9	8	2	<iyma`ni	إِيمَٰنِ	N	STEM	N	<iyma`n	إِيمَٰن	Amn	امن		IV		VN		M		GEN					
10	9	8	3	himo	هِمْ	PRON	SUFFIX																	3MP	
10	9	9	1	tajoriY	تَجْرِى	V	STEM	V	jarayo	جَرَيْ	jry	جري	IMPF				3	F	S						
10	9	10	1	min	مِن	P	STEM	P	min	مِن															
10	9	11	1	taHoti	تَحْتِ	N	STEM	N	taHot	تَحْت	tHt	تحت								GEN					
10	9	11	2	himu	هِمُ	PRON	SUFFIX																	3MP	
10	9	12	1	{lo	ٱلْ	DET	PREFIX																Al+		
10	9	12	2	>anoha`ru	أَنْهَٰرُ	N	STEM	N	nahar	نَهَر	nhr	نهر						M	P	NOM					
10	9	13	1	fiY	فِى	P	STEM	P	fiY	فِى															
10	9	14	1	jan~a`ti	جَنَّٰتِ	N	STEM	N	jan~ap	جَنَّة	jnn	جنن						F	P	GEN					
10	9	15	1	{l	ٱل	DET	PREFIX																Al+		
10	9	15	2	n~aEiymi	نَّعِيمِ	N	STEM	N	naEiym	نَعِيم	nEm	نعم						M		GEN					
10	10	1	1	daEowaY`	دَعْوَىٰ	N	STEM	N	daEowaY`	دَعْوَىٰ	dEw	دعو						M		NOM					
10	10	1	2	humo	هُمْ	PRON	SUFFIX																	3MP	
10	10	2	1	fiy	فِي	P	STEM	P	fiY	فِى															
10	10	2	2	haA	هَا	PRON	SUFFIX																	3FS	
10	10	3	1	suboHa`na	سُبْحَٰنَ	N	STEM	N	suboHa`n	سُبْحَٰن	sbH	سبح						M		ACC					
10	10	3	2	ka	كَ	PRON	SUFFIX																	2MS	
10	10	4	1	{ll~ahu	ٱللَّهُ	PN	STEM	PN	{ll~ahum~a	ٱللَّهُمَّ	Alh	اله								ACC					
10	10	4	2	m~a	مَّ	VOC	SUFFIX																		
10	10	5	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	10	5	2	taHiy~atu	تَحِيَّتُ	N	STEM	N	taHiy~ap	تَحِيَّة	Hyy	حيي		II		VN		F		NOM					
10	10	5	3	humo	هُمْ	PRON	SUFFIX																	3MP	
10	10	6	1	fiy	فِي	P	STEM	P	fiY	فِى															
10	10	6	2	haA	هَا	PRON	SUFFIX																	3FS	
10	10	7	1	sala`mN	سَلَٰمٌ	N	STEM	N	sala`m	سَلَٰم	slm	سلم						M		NOM		INDEF			
10	10	8	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	10	8	2	'aAxiru	ءَاخِرُ	N	STEM	N	A^xir	آخِر	Axr	اخر						M	S	NOM					
10	10	9	1	daEowaY`	دَعْوَىٰ	N	STEM	N	daEowaY`	دَعْوَىٰ	dEw	دعو						M		NOM					
10	10	9	2	humo	هُمْ	PRON	SUFFIX																	3MP	
10	10	10	1	>ani	أَنِ	SUB	STEM	SUB	>an	أَن															
10	10	11	1	{lo	ٱلْ	DET	PREFIX																Al+		
10	10	11	2	Hamodu	حَمْدُ	N	STEM	N	Hamod	حَمْد	Hmd	حمد						M		NOM					
10	10	12	1	li	لِ	P	PREFIX																l:P+		
10	10	12	2	l~ahi	لَّهِ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								GEN					
10	10	13	1	rab~i	رَبِّ	N	STEM	N	rab~	رَبّ	rbb	ربب						M		GEN					
10	10	14	1	{lo	ٱلْ	DET	PREFIX																Al+		
10	10	14	2	Ea`lamiyna	عَٰلَمِينَ	N	STEM	N	Ea`lamiyn	عَٰلَمِين	Elm	علم						M	P	GEN					
10	11	1	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	11	1	2	lawo	لَوْ	COND	STEM	COND	law	لَو															
10	11	2	1	yuEaj~ilu	يُعَجِّلُ	V	STEM	V	Eaj~ala	عَجَّلَ	Ejl	عجل	IMPF	II			3	M	S						
10	11	3	1	{ll~ahu	ٱللَّهُ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								NOM					
10	11	4	1	li	لِ	P	PREFIX																l:P+		
10	11	4	2	l	ل	DET	PREFIX																Al+		
10	11	4	3	n~aAsi	نَّاسِ	N	STEM	N	n~aAs	نَّاس	nws	نوس						M	P	GEN					
10	11	5	1	{l	ٱل	DET	PREFIX																Al+		
10	11	5	2	$~ar~a	شَّرَّ	N	STEM	N	$ar~	شَرّ	$rr	شرر						M	S	ACC					
10	11	6	1	{sotiEojaAla	ٱسْتِعْجَالَ	N	STEM	N	{sotiEojaAl	ٱسْتِعْجَال	Ejl	عجل		X		VN		M		ACC					
10	11	6	2	hum	هُم	PRON	SUFFIX																	3MP	
10	11	7	1	bi	بِ	P	PREFIX																bi+		
10	11	7	2	{lo	ٱلْ	DET	PREFIX																Al+		
10	11	7	3	xayori	خَيْرِ	N	STEM	N	xayor	خَيْر	xyr	خير						M	S	GEN					
10	11	8	1	la	لَ	EMPH	PREFIX																l:EMPH+		
10	11	8	2	quDiYa	قُضِىَ	V	STEM	V	qaDaY`^	قَضَىٰٓ	qDy	قضي	PERF		PASS		3	M	S						
10	11	9	1	<ilayo	إِلَيْ	P	STEM	P	<ilaY`	إِلَىٰ															
10	11	9	2	himo	هِمْ	PRON	SUFFIX																	3MP	
10	11	10	1	>ajalu	أَجَلُ	N	STEM	N	>ajal	أَجَل	Ajl	اجل						M		NOM					
10	11	10	2	humo	هُمْ	PRON	SUFFIX																	3MP	
10	11	11	1	fa	فَ	REM	PREFIX																f:REM+		
10	11	11	2	na*aru	نَذَرُ	V	STEM	V	ya*ara	يَذَرَ	w*r	وذر	IMPF				1		P						
10	11	12	1	{l~a*iyna	ٱلَّذِينَ	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	P						
10	11	13	1	laA	لَا	NEG	STEM	NEG	laA	لَا															
10	11	14	1	yaroju	يَرْجُ	V	STEM	V	yarojuwA@	يَرْجُوا@	rjw	رجو	IMPF				3	M	P						
10	11	14	2	wna	ونَ	PRON	SUFFIX																	3MP	
10	11	15	1	liqaA^'a	لِقَآءَ	N	STEM	N	liqaA^'	لِقَآء	lqy	لقي		III		VN		M		ACC					
10	11	15	2	naA	نَا	PRON	SUFFIX																	1P	
10	11	16	1	fiY	فِى	P	STEM	P	fiY	فِى															
10	11	17	1	Tugoya`ni	طُغْيَٰنِ	N	STEM	N	Tugoya`n	طُغْيَٰن	Tgy	طغي				VN		M		GEN					
10	11	17	2	himo	هِمْ	PRON	SUFFIX																	3MP	
10	11	18	1	yaEomahu	يَعْمَهُ	V	STEM	V	yaEomahu	يَعْمَهُ	Emh	عمه	IMPF				3	M	P						
10	11	18	2	wna	ونَ	PRON	SUFFIX																	3MP	
10	12	1	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
10	12	1	2	<i*aA	إِذَا	T	STEM	T	<i*aA	إِذَا															
10	12	2	1	mas~a	مَسَّ	V	STEM	V	mas~a	مَسَّ	mss	مسس	PERF				3	M	S						
10	12	3	1	{lo	ٱلْ	DET	PREFIX																Al+		
10	12	3	2	<insa`na	إِنسَٰنَ	N	STEM	N	<insa`n	إِنسَٰن	Ans	انس						M		ACC					
10	12	4	1	{l	ٱل	DET	PREFIX																Al+		
10	12	4	2	D~ur~u	ضُّرُّ	N	STEM	N	Dur~	ضُرّ	Drr	ضرر						M		NOM					
10	12	5	1	daEaA	دَعَا	V	STEM	V	daEaA	دَعَا	dEw	دعو	PERF				3	M	S						
10	12	5	2	naA	نَا	PRON	SUFFIX																	1P	
10	12	6	1	li	لِ	P	PREFIX																l:P+		
